inchhpc_std;age_std;educ_std;white;male;ideo_std;ptyid7;ptyid;treat;cue;cueg;y;popmin;popmul;popadd
0.6132186895410378;-0.2093941503275027;0.8525931113872508;1;0;-0.40788645559113007;-3;Democrat;Control (Populist Message);Populist Message;Control;1;-0.687924475807373;0.1523915704397978;-1.5484853549120612
-0.24309137913025258;-0.5047468313794338;-1.1128100394587637;0;0;0.2589081559943698;0;Independent;Trump (Populist Message);Populist Message;Trump;0;-2.9697585289669637;0.05109665019430566;-5.0747723166206455
-0.5766041212923569;-0.5047468313794338;1.507727495002589;0;0;-0.7412837613838799;-2;Democrat;Trump (Populist Message);Populist Message;Trump;1;0.311496691665586;0.330530647935845;1.3359815146877225
-0.24309137913025258;-0.2093941503275027;1.507727495002589;1;1;1.5924973791653694;-3;Democrat;Control (Populist Message);Populist Message;Control;1;-1.7302518967432656;0.09891806018243932;-1.3291423729935201
-0.5135056543196604;1.562721935984084;1.507727495002589;1;1;-1.7414756787621297;-3;Democrat;Control (Populist Message);Populist Message;Control;1;-1.7311625477858361;0.11676599344398805;-0.4605313399053228
-0.28816222775698846;-1.0954521934832961;-1.1128100394587637;1;1;1.2591000733726196;0;Independent;Biden (Anti-populist Message);Anti-populist Message;Biden;1;-0.4190591151782363;0.2766172643296186;0.3524930261509433
1.3343234233794588;-0.5047468313794338;1.507727495002589;1;1;0.9257027675798697;-3;Democrat;Control (Anti-populist Message);Anti-populist Message;Control;1;-1.91694656375662;0.18987301505715487;-1.474464106440692
-0.8515207941636684;-0.8000995124313649;-0.4576756558434255;1;0;-0.07448914979838016;0;Independent;Control (Populist Message);Populist Message;Control;1;-0.4190591151782363;0.26687953289688915;0.17958963317288212
0.16252462536835544;0.38131121177635957;-0.4576756558434255;1;1;;-3;Democrat;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-1.0280846956369953;0.1654372259516266;-1.47668565969693
-0.3242318865435863;-0.2093941503275027;-1.1128100394587637;0;1;-0.07448914979838016;-2;Democrat;Trump (Anti-populist Message);Anti-populist Message;Trump;1;-2.3997602221800878;0.12685279966860583;-1.9977986571690058
-0.6487290167708758;0.38131121177635957;0.8525931113872508;1;0;-1.7414756787621297;-3;Democrat;Biden (Populist Message);Populist Message;Biden;1;1.4192648802523142;1.0;6.909336657599224
-0.27013821493469714;0.38131121177635957;-1.1128100394587637;1;0;;-1;Independent;Control (Populist Message);Populist Message;Control;1;-0.7089222770175545;0.19534613076579754;-0.04960375316838661
-0.9191324753892761;-1.4498754107456135;-1.1128100394587637;0;0;-0.07448914979838016;3;Republican;Biden (Anti-populist Message);Anti-populist Message;Biden;0;-0.4190591151782363;0.4595006922155392;2.5826383545254914
0.649259504138282;0.38131121177635957;-1.1128100394587637;1;0;-0.07448914979838016;0;Independent;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-2.7625357425953525;0.0;-1.9365947159146495
